conceptId,term,RecordDate,code_list,cond_code,cond_description,cond_short,cond_abbreviation,icd10
269469005,Malignant neoplasm of soft tissue,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C495
237621004,Diabetic severe hyperglycemia,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E145
111566002,Acquired hypothyroidism,20201104,cam_cprdcam_thy179_mc_v1_1_oct2018_snomedct,thy179,Thyroid disorders,Thyroid disorders,THY,E890
28670008,Esophageal varices,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,I850
363515000,Malignant tumor of male genital organ,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C638
243750001,Provision of communicator for visual and hearing impairment,20201104,cam_cprdcam_hel157_mc_v1_1_oct2018_snomedct,hel157,Hearing loss,Hearing loss,HL,#NIS
6129004,Peptic ulcer of esophagus,20201104,cam_cprdcam_pep135_mc_v1_1_oct2018_snomedct,pep135,Peptic Ulcer Disease,Peptic Ulcer Disease,PUD,K219
160886003,Wife alive,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NIS
66628005,Toxic diffuse goiter with exophthalmos AND with thyrotoxic storm,20201104,cam_cprdcam_thy179_mc_v1_1_oct2018_snomedct,thy179,Thyroid disorders,Thyroid disorders,THY,E055
713704004,Gastroparesis due to diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E106
138891000119109,Moderate nonproliferative retinopathy due to type 1 diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E103D
93197009,Malignant lymphoma of lymph nodes of multiple sites,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C825
91388009,Psychoactive substance abuse,20201104,cam_cprdcam_alc138_mc_v1_1_oct2018_snomedct,alc138,Alcohol problems,Alcohol problems,ALC,F169
31992008,Secondary hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O104
394924000,Symptoms of depression (finding),20201104,cam_cprdcam_dep152_mc_v1_1_oct2018_snomedct,dep152,Depression,Depression,DEP,#PT
12237071000119100,Intermittent claudication of left lower limb co-occurrent and due to atherosclerosis (disorder),20201104,cam_cprdcam_pvd168_mc_v1_1_oct2018_snomedct,pvd168,Peripheral vascular disease,Peripheral vascular disease,PVD,I739
69896004,Rheumatoid arthritis,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M068
280943007,Dissociative confusion,20201104,cam_cprdcam_anx140_mc_v1_1_oct2018_snomedct,anx140,"Anxiety & other neurotic, stress related & somatoform disorders",Anxiety,ANX,F448
271960000,Severe diverticular disease,20201104,cam_cprdcam_div154_mc_v1_1_oct2018_snomedct,div154,Diverticular disease of intestine,Diverticular disease of intestine,DIV,K574
148871000119109,Weakness as a late effect of stroke,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I694
312903003,Mild non proliferative diabetic retinopathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O243D
267382005,Diabetes mellitus with neurological manifestation,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O244
230576004,Diabetic asymmetric polyneuropathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O243D
43959009,Diabetic cataract,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E123D
269475001,Malignant neoplasm of lymphatic and haemopoietic tissue,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C964
231496004,Hypomania,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F300
9014002,Psoriasis,20201104,cam_cprdcam_pso171_mc_v1_1_oct2018_snomedct,pso171,Psoriasis or eczema,Psoriasis or eczema,PSO,L408
295046003,Ulcerative proctocolitis,20201104,cam_cprdcam_ibd160_mc_v1_1_oct2018_snomedct,ibd160,Inflammatory bowel disease,Inflammatory bowel disease,IBD,K510
425390006,Dementia associated with Parkinson's Disease (disorder),20201104,cam_cprdcam_prk169_mc_v1_1_oct2018_snomedct,prk169,Parkinson's disease,Parkinson's disease,PRK,G20X
191900006,"Nondependent hallucinogen abuse, episodic",20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NIS
399874002,Proliferative diabetic retinopathy - high risk with clinically significant macular edema (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O249D
237633009,Hypoglycemic state in diabetes,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,X444
237633009,Hypoglycemic state in diabetes,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,X447
162344009,Bilateral deafness,20201104,cam_cprdcam_hel157_mc_v1_1_oct2018_snomedct,hel157,Hearing loss,Hearing loss,HL,H918
191676002,Reactive depressive psychosis,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,#NC
212670004,Ecstasy poisoning,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,T436
286912007,Diabetes with ketoacidosis - no coma,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O249
407674008,Aspirin-induced asthma (disorder),20201104,cam_cprdcam_ast142_mc_v1_1_oct2018_snomedct,ast142,Asthma (currently treated),Asthma,AST,J449
674381000119108,Weakness of facial muscle due to and following ischemic cerebrovascular accident (disorder),20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I693
120731000119103,Hypoglycemia due to type 2 diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E119
172910009,Functional endoscopic sinus surgery - diagnostic endoscopy of nose and sinus,20201104,cam_cprdcam_sin149_mc_v1_1_oct2018_snomedct,sin149,Chronic sinusitis,Chronic sinusitis,SIN,#NIS
312979000,"Acquired blindness, one eye",20201104,cam_cprdcam_bli144_mc_v1_1_oct2018_snomedct,bli144,Blindness and low vision,Blindness and low vision,BLI,S055
230700009,Pure sensory lacunar infarction,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I639D
9829001,Gastric ulcer with perforation,20201104,cam_cprdcam_pep135_mc_v1_1_oct2018_snomedct,pep135,Peptic Ulcer Disease,Peptic Ulcer Disease,PUD,K251
724756001,Negative symptoms co-occurrent and due to primary psychotic disorder (disorder),20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F29X
266968005,Relative - mental handicap,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NIS
724759008,Psychomotor symptom co-occurrent and due to psychotic disorder (disorder),20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F29X
188732008,Myeloid leukemia,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C927
29212009,Alcohol-induced organic mental disorder,20201104,cam_cprdcam_alc138_mc_v1_1_oct2018_snomedct,alc138,Alcohol problems,Alcohol problems,ALC,F104
40946000,Viral hepatitis with hepatic coma,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,B190
40700009,Severe mental retardation (I.Q. 20-34),20201104,cam_cprdcam_lea163_mc_v1_1_oct2018_snomedct,lea163,Learning disability,Learning disability,LD,F721
424736006,Diabetic peripheral neuropathy (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,G632A
429729007,Diabetic education completed (situation),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,#NC
420662003,Coma associated with diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E140
194787000,Secondary benign hypertension NOS,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I150
281350007,Arthritis secondary to hematological malignancy,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C944
128060009,Venous varices,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,O878D
238982009,Diabetic dermopathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E116D
705127009,Gingivitis due to leukemia,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C913
10562009,Malignant hypertension complicating AND/OR reason for care during childbirth,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O13X
698013004,Periosteal osteoma,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,D169
191667009,Paranoid disorder,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F24X
4855003,Diabetic retinopathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E103D
78975002,Malignant essential hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I129
50711007,Viral hepatitis C,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,B171
266228004,Essential hypertension NOS,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I120
363360003,Malignant tumor of anterior two-thirds of tongue,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M8000/3
770094004,Cervical radiculoplexus neuropathy co-occurrent and due to diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,""
128001000119105,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,N289A
187833006,"Malignant neoplasm of auditory tube, middle ear and mastoid air cells",20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C410
188001003,Malignant neoplasm of connective and soft tissue of thigh and upper leg,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C492
200936003,Lupus erythematosus,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M320
201770001,Rheumatoid arthritis of distal radioulnar joint,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,G636A
295046003,Ulcerative proctocolitis,20201104,cam_cprdcam_ibd160_mc_v1_1_oct2018_snomedct,ibd160,Inflammatory bowel disease,Inflammatory bowel disease,IBD,K515
85919009,Disease of intestine,20201104,cam_cprdcam_div154_mc_v1_1_oct2018_snomedct,div154,Diverticular disease of intestine,Diverticular disease of intestine,DIV,K600
94575006,Secondary malignant neoplasm of skin of trunk,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C792
47437004,Mental handicap,20201104,cam_cprdcam_lea163_mc_v1_1_oct2018_snomedct,lea163,Learning disability,Learning disability,LD,F789
90739004,Thyrotoxicosis,20201104,cam_cprdcam_thy179_mc_v1_1_oct2018_snomedct,thy179,Thyroid disorders,Thyroid disorders,THY,E052
441529001,Dysphasia as late effect of cerebrovascular disease,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,R470
161465002,H/O: dementia,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,#NEW
201766009,Rheumatoid arthritis of shoulder,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M050
192877007,Paraneoplastic cerebellar degeneration,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,D489D
238983004,Diabetic thick skin syndrome,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O243
421779007,Exudative maculopathy associated with type II diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,H360A
402378006,Metastatic Crohn's disease of skin (disorder),20201104,cam_cprdcam_ibd160_mc_v1_1_oct2018_snomedct,ibd160,Inflammatory bowel disease,Inflammatory bowel disease,IBD,K508D
91388009,Psychoactive substance abuse,20201104,cam_cprdcam_alc138_mc_v1_1_oct2018_snomedct,alc138,Alcohol problems,Alcohol problems,ALC,F171
91388009,Psychoactive substance abuse,20201104,cam_cprdcam_alc138_mc_v1_1_oct2018_snomedct,alc138,Alcohol problems,Alcohol problems,ALC,F159
91388009,Psychoactive substance abuse,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F185
63491006,Intermittent claudication,20201104,cam_cprdcam_pvd168_mc_v1_1_oct2018_snomedct,pvd168,Peripheral vascular disease,Peripheral vascular disease,PVD,G951
16147005,Arteriolar nephritis,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I132
442344002,Dementia due to Huntington chorea,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,G10X
247703006,LSD reaction,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NIS
399863006,Very severe nonproliferative diabetic retinopathy with no macular edema (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E113D
442327001,Twin liveborn born in hospital,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,Z383
111479008,Organic mental disorder,20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,T533D
111479008,Organic mental disorder,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,T543D
111479008,Organic mental disorder,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,A521D
111479008,Organic mental disorder,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,E753D
111479008,Organic mental disorder,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,T469D
111479008,Organic mental disorder,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,T453D
111479008,Organic mental disorder,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,T635D
236004002,Hepatic ascites,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,R18X
40930008,Hypothyroidism,20201104,cam_cprdcam_thy179_mc_v1_1_oct2018_snomedct,thy179,Thyroid disorders,Thyroid disorders,THY,E032
722086002,Membranous glomerulonephritis due to malignant neoplastic disease (disorder),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C809
308143008,Seropositive errosive rheumatoid arthritis,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M050
190346005,"Diabetes mellitus, adult onset, with ophthalmic manifestation",20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,H360A
609562003,"Maturity onset diabetes of the young, type 1 (disorder)",20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E112D
414910007,O/E - right eye stable treated proliferative diabetic retinopathy (context-dependent category),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E123D
93193008,Malignant lymphoma of intrathoracic lymph nodes,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C812
363392002,Malignant tumour of oropharynx,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C102
399872003,Severe nonproliferative diabetic retinopathy with clinically significant macular edema (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,#OSF
162722001,O/E - depressed,20201104,cam_cprdcam_dep152_mc_v1_1_oct2018_snomedct,dep152,Depression,Depression,DEP,#NC
201771002,Rheumatoid arthritis of wrist,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M050
363406005,Malignant tumour of colon,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C185
95343001,Hypertensive ischemic ulcer,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,L984
49455004,Diabetic polyneuropathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E104D
195958001,Segmental bullous emphysema,20201104,cam_cprdcam_cop151_mc_v1_1_oct2018_snomedct,cop151,COPD,COPD,COPD,J438
314893005,Type 1 diabetes mellitus with arthropathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E106
5501000119106,Postoperative hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I110
19598007,Generalized epilepsy,20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,G404
408415007,O/E - right eye diabetic maculopathy (context-dependent category),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O243
64766004,Chronic ulcerative colitis,20201104,cam_cprdcam_ibd160_mc_v1_1_oct2018_snomedct,ibd160,Inflammatory bowel disease,Inflammatory bowel disease,IBD,K518
310496002,Moderate depression,20201104,cam_cprdcam_dep152_mc_v1_1_oct2018_snomedct,dep152,Depression,Depression,DEP,F323
399875001,Non-high-risk proliferative diabetic retinopathy with clinically significant macular edema (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,H358
11048011000119103,Cannabis hyperemesis syndrome co-occurrent and due to cannabis dependence (disorder),20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F122
307496006,Diverticulitis,20201104,cam_cprdcam_div154_mc_v1_1_oct2018_snomedct,div154,Diverticular disease of intestine,Diverticular disease of intestine,DIV,H698
218813003,Adverse reaction to levallorphan,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NC
399937000,Acquired disorder of keratinization (disorder),20201104,cam_cprdcam_pso171_mc_v1_1_oct2018_snomedct,pso171,Psoriasis or eczema,Psoriasis or eczema,PSO,L988
71421000119105,Hypertension in chronic kidney disease due to type 2 diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,N083A
237620003,Abnormal metabolic state in diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O244
42769004,Diffuse Lewy body disease with spongiform cortical change,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,G318
201777003,Rheumatoid arthritis of knee,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,I328A
363415003,Malignant tumor of biliary tract,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C249
230699008,Pure motor lacunar syndrome,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,G465A
93522004,Hodgkin's disease of intrathoracic lymph nodes,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C812
230286002,Subcortical vascular dementia,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,F012
442668000,Hemiplegia of nondominant side as late effect of cerebrovascular disease,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I698
270881008,Fatty metamorphosis of viscera,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,E888
473203000,Assessment of dementia,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,#NIS
373606000,Occlusive stroke (disorder),20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I630
408411003,O/E - right eye preproliferative diabetic retinopathy (context-dependent category),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E123D
441719005,Speech and language developmental delay due to hearing loss (disorder),20201104,cam_cprdcam_hel157_mc_v1_1_oct2018_snomedct,hel157,Hearing loss,Hearing loss,HL,H903
425159004,Diabetic gastroparesis associated with type 1 diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,G990A
402431009,Cutaneous atrophy due to rheumatoid arthritis (disorder),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M052
402433007,Nailfold/finger-pulp infarcts in rheumatoid disease (disorder),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M081
15628411000119103,History of emergence delirium,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,""
200940007,Lupus erythematosus nodularis,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,L932
288250001,Maternal hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O16X
62914000,Cerebrovascular disease,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I681
93198004,Malignant lymphoma of spleen,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C813
93198004,Malignant lymphoma of spleen,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C862
93527005,Hodgkin's disease of spleen,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C812
160413008,FH: Rheumatoid arthritis,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,Z826
705132005,Admitted to substance misuse detoxification centre,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NIS
36969009,Placement of stents in coronary artery,20201104,cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,#NIS
